i,refi,refq
11518,-0.609131,-0.793069
11519,0.777045,-0.629445
11520,0.649338,0.760500
11521,-0.743446,0.668796
11522,-0.687806,-0.725894
11523,0.707857,-0.706356
11524,0.724433,0.689345
11525,-0.670372,0.742025
11526,-0.759120,-0.650950
11527,0.631093,-0.775707
11528,0.791775,0.610813
11529,-0.590124,0.807313
11530,-0.822310,-0.569040
11531,0.547575,-0.836756
11532,0.850643,0.525744
11533,-0.503560,0.863960
11534,-0.876699,-0.481040
11535,0.458197,-0.888851
11536,0.900407,0.435048
11537,-0.411607,0.911361
11538,-0.921705,-0.387891
11539,0.363915,-0.931432
11540,0.940535,0.339696
11541,-0.315249,0.949009
11542,-0.956847,-0.290591
11543,0.265739,-0.964045
11544,0.970597,0.240709
11545,-0.215517,0.976500
11546,-0.981749,-0.190181
11547,0.164718,-0.986341
11548,0.990272,0.139145
11549,-0.113479,0.993540
11550,-0.996144,-0.087736
11551,0.061935,-0.998080
11552,0.999348,0.036092
11553,-0.010226,0.999948
11554,-0.999878,0.015648
11555,-0.041511,-0.999138
11556,0.997730,-0.067347
11557,0.093137,0.995653
11558,-0.992910,0.118865
11559,-0.144513,-0.989503
11560,0.985433,-0.170065
11561,0.195503,0.980703
11562,-0.975317,0.220810
11563,-0.245969,-0.969278
11564,0.962590,-0.270963
11565,0.295776,0.955257
11566,-0.947285,0.320391
11567,-0.344792,-0.938679
11568,0.929445,-0.368961
11569,0.392884,0.919588
11570,-0.909116,0.416544
11571,-0.439924,-0.898035
11572,0.886353,-0.463011
11573,0.485787,0.874077
11574,-0.861217,0.508238
11575,-0.530349,-0.847779
11576,0.833775,-0.552105
11577,0.573491,0.819212
11578,-0.804100,0.594494
11579,-0.615098,-0.788451
11580,0.772273,-0.635290
11581,0.655058,0.755579
11582,-0.738379,0.674386
11583,-0.693264,-0.720684
11584,0.702507,-0.711677
11585,0.729614,0.683860
11586,-0.664754,0.747062
11587,-0.764010,-0.645204
11588,0.625222,-0.780447
11589,0.796361,0.604822
11590,-0.584016,0.811742
11591,-0.826580,-0.562819
11592,0.541246,-0.840864
11593,0.854586,0.519310
11594,-0.497027,0.867735
11595,-0.880303,-0.474411
11596,0.451478,-0.892282
11597,0.903664,0.428242
11598,-0.404719,0.914441
11599,-0.924606,-0.380926
11600,0.356877,-0.934151
11601,0.943072,0.332590
11602,-0.308080,0.951361
11603,-0.959013,-0.283363
11604,0.258457,-0.966023
11605,0.972386,0.233378
11606,-0.208143,0.978098
11607,-0.983156,-0.182768
11608,0.157272,-0.987555
11609,0.991294,0.131669
11610,-0.105979,0.994368
11611,-0.996777,-0.080218
11612,0.054402,-0.998519
11613,0.999592,0.028551
11614,-0.002680,0.999996
11615,-0.999731,0.023192
11616,-0.049049,-0.998796
11617,0.997193,-0.074873
11618,0.100647,0.994922
11619,-0.991985,0.126353
11620,-0.151975,-0.988384
11621,0.984122,-0.177495
11622,0.202897,0.979200
11623,-0.973623,0.228162
11624,-0.253275,-0.967394
11625,0.960518,-0.278218
11626,0.302975,0.952998
11627,-0.944841,0.327529
11628,-0.351864,-0.936051
11629,0.926634,-0.375963
11630,0.399811,0.916598
11631,-0.905947,0.423391
11632,-0.446688,-0.894690
11633,0.882834,-0.469685
11634,0.492368,0.870387
11635,-0.857357,0.514722
11636,-0.536731,-0.843754
11637,0.829585,-0.558380
11638,0.579656,0.814861
11639,-0.799592,0.600544
11640,-0.621029,-0.783787
11641,0.767458,-0.641099
11642,0.660740,0.750615
11643,-0.733269,0.679938
11644,-0.698682,-0.715433
11645,0.697117,-0.716957
11646,0.734753,0.678335
11647,-0.659099,0.752056
11648,-0.768857,-0.639421
11649,0.619316,-0.785142
11650,0.800902,0.598796
11651,-0.577875,0.816126
11652,-0.830803,-0.556567
11653,0.534886,-0.844924
11654,0.858480,0.512848
11655,-0.490466,0.871460
11656,-0.883858,-0.467756
11657,0.444732,-0.895664
11658,0.906870,0.421411
11659,-0.397808,0.917469
11660,-0.927454,-0.373939
11661,0.349819,-0.936817
11662,0.945554,0.325465
11663,-0.300893,0.953658
11664,-0.961123,-0.276119
11665,0.251161,-0.967945
11666,0.974119,0.226035
11667,-0.200757,0.979641
11668,-0.984507,-0.175345
11669,0.149816,-0.988714
11670,0.992259,0.124186
11671,-0.098473,0.995140
11672,-0.997354,-0.072694
11673,0.046867,-0.998901
11674,0.999779,0.021008
11675,0.004865,0.999988
11676,-0.999528,0.030734
11677,-0.056583,-0.998398
11678,0.996600,-0.082395
11679,0.108151,0.994135
11680,-0.991004,0.133834
11681,-0.159428,-0.987209
11682,0.982754,-0.184916
11683,0.210279,0.977641
11684,-0.971874,0.235502
11685,-0.260567,-0.965456
11686,0.958391,-0.285457
11687,0.310157,0.950685
11688,-0.942343,0.334649
11689,-0.358917,-0.933370
11690,0.923771,-0.382944
11691,0.406716,0.913555
11692,-0.902727,0.430215
11693,-0.453426,-0.891294
11694,0.879265,-0.476333
11695,0.498921,0.866647
11696,-0.853449,0.521176
11697,-0.543082,-0.839680
11698,0.825348,-0.564624
11699,0.585788,0.810465
11700,-0.795038,0.606560
11701,-0.626925,-0.779079
11702,0.762599,-0.646872
11703,0.666385,0.745608
11704,-0.728118,0.685452
11705,-0.704060,-0.710141
11706,0.691688,-0.722197
11707,0.739850,0.672772
11708,-0.653406,0.757008
11709,-0.773659,-0.633602
11710,0.613374,-0.789792
11711,0.805397,0.592736
11712,-0.571700,0.820462
11713,-0.834979,-0.550282
11714,0.528496,-0.848936
11715,0.862325,0.506356
11716,-0.483877,0.875136
11717,-0.887362,-0.461073
11718,0.437962,-0.898994
11719,0.910023,0.414557
11720,-0.390874,0.920444
11721,-0.930248,-0.366930
11722,0.342740,-0.939430
11723,0.947983,0.318321
11724,-0.293689,0.955901
11725,-0.963179,-0.268860
11726,0.243851,-0.969813
11727,0.975797,0.218679
11728,-0.193360,0.981128
11729,-0.985802,-0.167912
11730,0.142351,-0.989816
11731,0.993168,0.116696
11732,-0.090962,0.995854
11733,-0.997874,-0.065167
11734,0.039329,-0.999226
11735,0.999909,0.013464
11736,0.012410,0.999923
11737,-0.999267,0.038275
11738,-0.064115,-0.997943
11739,0.995950,-0.089912
11740,0.115648,0.993290
11741,-0.989966,0.141308
11742,-0.166872,-0.985978
11743,0.981331,-0.192325
11744,0.217650,0.976027
11745,-0.970069,0.242828
11746,-0.267844,-0.963462
11747,0.956210,-0.292681
11748,0.317321,0.948318
11749,-0.939791,0.341750
11750,-0.365949,-0.930635
11751,0.920856,-0.389903
11752,0.413597,0.910460
11753,-0.899455,0.437014
11754,-0.460138,-0.887848
11755,0.875646,-0.482954
11756,0.505446,0.862858
11757,-0.849493,0.527601
11758,-0.549402,-0.835558
11759,0.821065,-0.570835
11760,0.591886,0.806022
11761,-0.790439,0.612541
11762,-0.632786,-0.774327
11763,0.757696,-0.652607
11764,0.671991,0.740559
11765,-0.722926,0.690926
11766,-0.709398,-0.704808
11767,0.686219,-0.727395
11768,0.744905,0.667171
11769,-0.647675,0.761916
11770,-0.778418,-0.627747
11771,0.607398,-0.794398
11772,0.809846,0.586642
11773,-0.565494,0.824753
11774,-0.839107,-0.543967
11775,0.522076,-0.852899
11776,0.866121,0.499835
11777,-0.541107,0.840954
11778,-0.813822,-0.581114
11779,0.619763,-0.784789
11780,0.753921,0.656965
11781,-0.692631,0.721292
11782,-0.686978,-0.726678
11783,0.759028,-0.651058
11784,0.613617,0.789604
11785,-0.818334,0.574742
11786,-0.534525,-0.845153
11787,0.869997,-0.493058
11788,0.450439,0.892807
11789,-0.913532,0.406767
11790,-0.362145,-0.932122
11791,0.948534,-0.316677
11792,0.270468,0.962729
11793,-0.974675,0.223628
11794,-0.176265,-0.984343
11795,0.991711,-0.128490
11796,0.080415,0.996761
11797,-0.999483,0.032152
11798,0.016186,-0.999869
11799,0.997919,0.064486
11800,-0.112636,0.993636
11801,-0.987032,-0.160522
11802,0.208033,-0.978122
11803,0.966926,0.255058
11804,-0.301487,0.953470
11805,-0.937787,-0.347212
11806,0.392125,-0.919912
11807,0.899887,0.436122
11808,-0.479100,0.877760
11809,-0.853582,-0.520959
11810,0.561600,-0.827409
11811,0.799303,0.600929
11812,-0.638853,0.769329
11813,-0.737557,-0.675285
11814,0.710139,-0.704062
11815,0.668921,0.743333
11816,-0.774791,0.632218
11817,-0.594037,-0.804438
11818,0.832205,-0.554468
11819,0.513604,0.858028
11820,-0.881845,0.471539
11821,-0.428373,-0.903602
11822,0.923248,-0.384205
11823,0.339140,0.940736
11824,-0.956026,0.293282
11825,-0.246739,-0.969082
11826,0.979873,-0.199619
11827,0.152033,0.988375
11828,-0.994568,0.104092
11829,-0.055907,-0.998436
11830,0.999971,-0.007592
11831,-0.040741,0.999170
11832,-0.996034,-0.088978
11833,0.137008,-0.990570
11834,0.982792,0.184718
11835,-0.231996,0.972717
11836,-0.960369,-0.278732
11837,0.324817,-0.945777
11838,0.928975,0.370142
11839,-0.414603,0.910002
11840,-0.888903,-0.458095
11841,0.500516,-0.865727
11842,0.840528,0.541768
11843,-0.581754,0.813365
11844,-0.784301,-0.620381
11845,0.657557,-0.753404
11846,0.720747,0.693198
11847,-0.727218,0.686406
11848,-0.650461,-0.759540
11849,0.790086,-0.612996
11850,0.574098,0.818786
11851,-0.845573,0.533859
11852,-0.492373,-0.870384
11853,0.893162,-0.449736
11854,0.406048,0.913852
11855,-0.932406,0.361411
11856,-0.315930,-0.948782
11857,0.962941,-0.269711
11858,0.222861,0.974850
11859,-0.984481,0.175491
11860,-0.127710,-0.991812
11861,0.996824,-0.079631
11862,0.031366,0.999508
11863,-0.999856,-0.016972
11864,0.065271,-0.997868
11865,0.993547,0.113417
11866,-0.161298,0.986906
11867,-0.977958,-0.208803
11868,0.255819,-0.966725
11869,0.953233,0.302237
11870,-0.347950,0.937513
11871,-0.919603,-0.392849
11872,0.436830,-0.899544
11873,0.877383,0.479791
11874,-0.521630,0.853172
11875,-0.826967,-0.562251
11876,0.601557,-0.798830
11877,0.768826,0.639458
11878,-0.675865,0.737025
11879,-0.703503,-0.710692
11880,0.743859,-0.668336
11881,0.631608,0.775288
11882,-0.804905,0.593404
11883,-0.553813,-0.832641
11884,0.858431,-0.512929
11885,0.470845,0.882216
11886,-0.903939,0.427662
11887,-0.383479,-0.923550
11888,0.941002,-0.338400
11889,0.292530,0.956256
11890,-0.969276,0.245977
11891,-0.198848,-0.980030
11892,0.988495,-0.151256
11893,0.103310,0.994649
11894,-0.998480,0.055122
11895,-0.006806,-0.999977
11896,0.999137,0.041527
11897,-0.089762,0.995963
11898,-0.990462,-0.137788
11899,0.185491,-0.982646
11900,0.972534,0.232761
11901,-0.279487,0.960149
11902,-0.945521,-0.325561
11903,0.370873,-0.928684
11904,0.909676,0.415319
11905,-0.458794,0.888543
11906,-0.865333,-0.501197
11907,0.542429,-0.840101
11908,0.812907,0.582394
11909,-0.620997,0.783813
11910,-0.752887,-0.658150
11911,0.693765,-0.720202
11912,0.685834,0.727758
11913,-0.760051,0.649863
11914,-0.612374,-0.790568
11915,0.819238,-0.573454
11916,0.533194,0.845993
11917,-0.870771,0.491688
11918,-0.449033,-0.893515
11919,0.914171,-0.405329
11920,0.360678,0.932691
11921,-0.949031,0.315184
11922,-0.268953,-0.963153
11923,0.975025,-0.222094
11924,0.174716,0.984619
11925,-0.991912,0.126930
11926,-0.078847,-0.996887
11927,0.999532,-0.030580
11928,-0.017759,0.999842
11929,-0.997816,-0.066056
11930,0.114199,-0.993458
11931,0.986778,0.162075
11932,-0.209572,0.977793
11933,-0.966523,-0.256579
11934,0.302987,-0.952995
11935,0.937239,0.348687
11936,-0.393572,0.919294
11937,-0.899200,-0.437538
11938,0.480481,-0.877005
11939,0.852761,0.522301
11940,-0.562901,0.826524
11941,-0.798356,-0.602185
11942,0.640063,-0.768323
11943,0.736494,0.676445
11944,-0.711246,0.702944
11945,-0.667751,-0.744385
11946,0.775784,-0.630998
11947,0.592771,0.805371
11948,-0.833076,0.553158
11949,-0.512253,-0.858835
11950,0.882586,-0.470151
11951,0.426950,0.904275
11952,-0.923851,0.382752
11953,-0.337659,-0.941268
11954,0.956486,-0.291777
11955,0.245214,0.969469
11956,-0.980186,0.198077
11957,-0.150478,-0.988613
11958,0.994730,-0.102527
11959,0.054336,0.998523
11960,-0.999982,0.006019
11961,0.042313,-0.999104
11962,0.995892,0.090546
11963,-0.138567,0.990353
11964,-0.982500,-0.186264
11965,0.233526,-0.972350
11966,0.959929,0.280243
11967,-0.326304,0.945265
11968,-0.928392,-0.371603
11969,0.416034,-0.909349
11970,0.888181,0.459493
11971,-0.501878,0.864939
11972,-0.839675,-0.543090
11973,0.583033,-0.812448
11974,0.783324,0.621614
11975,-0.658742,0.752369
11976,-0.719656,-0.694331
11977,0.728298,-0.685261
11978,0.649265,0.760562
11979,-0.791050,0.611752
11980,-0.572809,-0.819689
11981,0.846412,-0.532528
11982,0.491003,0.871158
11983,-0.893868,0.448330
11984,-0.404610,-0.914489
11985,0.932974,-0.359944
11986,0.314437,0.949278
11987,-0.963365,0.268195
11988,-0.221327,-0.975200
11989,0.984756,-0.173941
11990,0.126149,0.992011
11991,-0.996948,0.078062
11992,-0.029793,-0.999556
11993,0.999828,0.018546
11994,-0.066841,0.997764
11995,-0.993368,-0.114980
11996,0.162851,-0.986651
11997,0.977628,0.210341
11998,-0.257340,0.966321
11999,-0.952756,-0.303737
12000,0.349424,-0.936965
12001,0.918984,0.394295
12002,-0.438245,0.898856
12003,-0.876627,-0.481171
12004,0.522972,-0.852350
12005,0.826081,0.563551
12006,-0.602813,0.797882
12007,-0.767819,-0.640667
12008,0.677024,-0.735961
12009,0.702384,0.711798
12010,-0.744910,0.667165
12011,-0.630387,-0.776281
12012,0.805837,-0.592137
12013,0.552503,0.833511
12014,-0.859237,0.511577
12015,-0.469456,-0.882956
12016,0.904611,-0.426239
12017,0.382025,0.924152
12018,-0.941534,0.336919
12019,-0.291025,-0.956715
12020,0.969662,-0.244451
12021,0.197306,0.980342
12022,-0.988731,0.149700
12023,-0.101744,-0.994811
12024,0.998565,-0.053551
12025,0.005232,0.999986
12026,-0.999071,-0.043099
12027,0.091329,-0.995821
12028,0.990244,0.139346
12029,-0.187037,0.982353
12030,-0.972166,-0.234291
12031,0.280998,-0.959708
12032,0.945008,0.327048
12033,-0.348651,0.937253
12034,-0.929004,-0.370071
12035,0.391296,-0.920265
12036,0.911042,0.412314
12037,-0.433115,0.901338
12038,-0.891160,-0.453689
12039,0.474023,-0.880513
12040,0.869401,0.494107
12041,-0.513931,0.857832
12042,-0.845810,-0.533484
12043,0.552756,-0.833343
12044,0.820437,0.571737
12045,-0.590417,0.807098
12046,-0.793335,-0.608786
12047,0.626834,-0.779153
12048,0.764561,0.644552
12049,-0.661930,0.749566
12050,-0.734176,-0.678959
12051,0.695631,-0.718399
12052,0.702244,0.711936
12053,-0.727866,0.685719
12054,-0.668833,-0.743413
12055,0.758568,-0.651594
12056,0.634012,0.773323
12057,-0.787671,0.616096
12058,-0.597855,-0.801604
12059,0.815115,-0.579300
12060,0.560439,0.828196
12061,-0.840841,0.541283
12062,-0.521841,-0.853043
12063,0.864795,-0.502125
12064,0.482144,0.876092
12065,-0.886927,0.461910
12066,-0.441432,-0.897295
12067,0.907190,-0.420721
12068,0.399789,0.916607
12069,-0.925542,0.378646
12070,-0.357303,-0.933989
12071,0.941943,-0.335772
12072,0.314065,0.949402
12073,-0.956360,0.292192
12074,-0.270165,-0.962814
12075,0.968761,-0.247995
12076,0.225695,0.974198
12077,-0.979121,0.203276
12078,-0.180750,-0.983529
12079,0.987418,-0.158129
12080,0.135425,0.990788
12081,-0.993635,0.112649
12082,-0.089814,-0.995959
12083,0.997758,-0.066931
12084,0.044013,0.999031
12085,-0.999778,0.021072
12086,0.001880,-0.999998
12087,0.999692,0.024831
12088,-0.047769,0.998858
12089,-0.997499,-0.070682
12090,0.093558,-0.995614
12091,0.993204,0.116384
12092,-0.139149,0.990271
12093,-0.986817,-0.161841
12094,0.184447,-0.982842
12095,0.978350,0.206956
12096,-0.229357,0.973342
12097,-0.967822,-0.251636
12098,0.273783,-0.961792
12099,0.955254,0.295786
12100,-0.317632,0.948214
12101,-0.940674,-0.339312
12102,0.360812,-0.932638
12103,0.924112,0.382123
12104,-0.403232,0.915098
12105,-0.905602,-0.424129
12106,0.444802,-0.895629
12107,0.885184,0.465241
12108,-0.485435,0.874273
12109,-0.862901,-0.505373
12110,0.525045,-0.851074
12111,0.838800,0.544440
12112,-0.563549,0.826083
12113,-0.812931,-0.582360
12114,0.600865,-0.799351
12115,0.785349,0.619053
12116,-0.636915,0.770934
12117,-0.756113,-0.654442
12118,0.671623,-0.740893
12119,0.725283,0.688451
12120,-0.704916,0.709291
12121,-0.692925,-0.721010
12122,0.736724,-0.676194
12123,0.659107,0.752049
12124,-0.766979,0.641672
12125,-0.623900,-0.781504
12126,0.795618,-0.605799
12127,0.587378,0.809312
12128,-0.822581,0.568649
12129,-0.549619,-0.835415
12130,0.847810,-0.530300
12131,0.510702,0.859758
12132,-0.871253,0.490835
12133,-0.470709,-0.882289
12134,0.892860,-0.450335
12135,0.429723,0.902961
12136,-0.912586,0.408886
12137,-0.387833,-0.921730
12138,0.930388,-0.366575
12139,0.345125,0.938557
12140,-0.946231,0.323492
12141,-0.301690,-0.953406
12142,0.960079,-0.279728
12143,0.257619,0.966247
12144,-0.971905,0.235374
12145,-0.213005,-0.977051
12146,0.981683,-0.190524
12147,0.167943,0.985797
12148,-0.989392,0.145273
12149,-0.122526,-0.992465
12150,0.995016,-0.099715
12151,0.076852,0.997043
12152,-0.998544,0.053948
12153,-0.031015,-0.999519
12154,0.999967,-0.008066
12155,-0.014887,0.999889
12156,-0.999284,-0.037832
12157,0.060757,-0.998153
12158,0.996495,0.083650
12159,-0.106499,0.994313
12160,-0.991606,-0.129293
12161,0.152017,-0.988378
12162,0.984628,0.174662
12163,-0.197215,0.980360
12164,-0.975576,-0.219664
12165,0.241997,-0.970277
12166,0.964467,0.264203
12167,-0.286270,0.958149
12168,-0.951326,-0.308185
12169,0.329939,-0.944002
12170,0.936181,0.351518
12171,-0.372912,0.927867
12172,-0.919063,-0.394110
12173,0.415100,-0.909776
12174,0.900009,0.435872
12175,-0.456414,0.889768
12176,-0.879058,-0.476715
12177,0.496766,-0.867885
12178,0.856255,0.516554
12179,-0.536070,0.844173
12180,-0.831647,-0.555304
12181,0.574246,-0.818683
12182,0.805287,0.592885
12183,-0.611211,0.791468
12184,-0.777231,-0.629216
12185,0.646889,-0.762585
12186,0.747536,0.664221
12187,-0.681203,0.732095
12188,-0.716267,-0.697826
12189,0.714082,-0.700062
12190,0.683488,0.729962
12191,-0.745456,0.666554
12192,-0.649269,-0.760559
12193,0.775260,-0.631642
12194,0.613682,0.789553
12195,-0.803430,0.595399
12196,-0.576802,-0.816884
12197,0.829907,-0.557901
12198,0.538707,0.842493
12199,-0.854636,0.519228
12200,-0.499476,-0.866328
12201,0.877563,-0.479461
12202,0.459193,0.888337
12203,-0.898642,0.438683
12204,-0.417942,-0.908474
12205,0.917827,-0.396981
12206,0.375811,0.926696
12207,-0.935078,0.354443
12208,-0.332888,-0.942966
12209,0.950358,-0.311158
12210,0.289263,0.957250
12211,-0.963636,0.267217
12212,-0.245029,-0.969516
12213,0.974884,-0.222713
12214,0.200279,0.979739
12215,-0.984078,0.177739
12216,-0.155106,-0.987898
12217,0.991197,-0.132392
12218,0.109607,0.993975
12219,-0.996229,0.086765
12220,-0.063877,-0.997958
12221,0.999161,-0.040955
12222,0.018012,0.999838
12223,-0.999988,-0.004941
12224,0.027891,-0.999611
12225,0.998708,0.050826
12226,-0.073735,0.997278
12227,-0.995323,-0.096604
12228,0.119423,-0.992843
12229,0.989841,0.142179
12230,-0.164860,0.986317
12231,-0.982273,-0.187454
12232,0.209950,-0.977712
12233,0.972636,0.232335
12234,-0.254597,0.967047
12235,-0.960949,-0.276725
12236,0.298708,-0.954345
12237,0.947237,0.320533
12238,-0.342189,0.939631
12239,-0.931530,-0.363665
12240,0.384949,-0.922938
12241,0.913859,0.406031
12242,-0.426899,0.904299
12243,-0.894263,-0.447541
12244,0.467948,-0.883756
12245,0.872783,0.488109
12246,-0.508012,0.861350
12247,-0.849463,-0.527647
12248,0.547005,-0.837129
12249,0.824354,0.566074
12250,-0.584846,0.811145
12251,-0.797508,-0.603309
12252,0.621454,-0.783451
12253,0.768981,0.639272
12254,-0.656753,0.754106
12255,-0.738834,-0.673888
12256,0.690668,-0.723172
12257,0.707130,0.707084
12258,-0.723127,0.690715
12259,-0.673936,-0.738790
12260,0.754063,-0.656802
12261,0.639322,0.768939
12262,-0.783410,0.621505
12263,-0.603361,-0.797468
12264,0.811106,-0.584899
12265,0.566128,0.824317
12266,-0.837094,0.547060
12267,-0.527703,-0.849429
12268,0.861317,-0.508068
12269,0.488166,0.872751
12270,-0.883725,0.468006
12271,-0.447600,-0.894234
12272,0.904272,-0.426958
12273,0.406091,0.913833
12274,-0.922912,0.385010
12275,-0.363726,-0.931506
12276,0.939609,-0.342251
12277,0.320595,0.947216
12278,-0.954325,0.298770
12279,-0.276788,-0.960931
12280,0.967031,-0.254660
12281,0.232398,0.972621
12282,-0.977698,0.210014
12283,-0.187519,-0.982261
12284,0.986306,-0.164925
12285,0.142244,0.989832
12286,-0.992836,0.119488
12287,-0.096669,-0.995317
12288,0.997273,-0.073800
12289,0.025520,0.999674
12290,-0.999740,-0.022820
12291,0.071106,-0.997469
12292,0.992867,0.119226
12293,-0.167067,0.985945
12294,-0.976720,-0.214518
12295,0.261468,-0.965212
12296,0.951449,0.307807
12297,-0.353427,0.935462
12298,-0.917290,-0.398220
12299,0.442084,-0.896974
12300,0.874562,0.484914
12301,-0.526611,0.850106
12302,-0.823665,-0.567077
12303,0.606219,-0.795298
12304,0.765073,0.643944
12305,-0.680164,0.733060
12306,-0.699334,-0.714795
12307,0.747755,-0.663975
12308,0.627063,0.778968
12309,-0.808361,0.588687
12310,-0.548934,-0.835865
12311,0.861416,-0.507899
12312,0.465678,0.884954
12313,-0.906425,0.422368
12314,-0.378071,-0.925777
12315,0.942966,-0.332891
12316,0.286932,0.957951
12317,-0.970698,0.240304
12318,-0.193113,-0.981176
12319,0.989362,-0.145472
12320,0.097491,0.995236
12321,-0.998785,0.049282
12322,-0.000957,-1.000000
12323,0.998877,0.047369
12324,-0.095585,0.995421
12325,-0.989639,-0.143578
12326,0.191235,-0.981544
12327,0.971156,0.238445
12328,-0.285098,0.958498
12329,-0.943601,-0.331085
12330,0.376298,-0.926499
12331,0.907232,0.420632
12332,-0.463983,0.885844
12333,-0.862387,-0.506249
12334,0.547333,-0.836915
12335,0.809487,0.587138
12336,-0.625571,0.780167
12337,-0.749025,-0.662542
12338,0.697965,-0.716132
12339,0.681566,0.731757
12340,-0.763839,0.645407
12341,-0.607740,-0.794136
12342,0.822577,-0.568653
12343,0.528237,0.849097
12344,-0.873632,0.486587
12345,-0.443800,-0.896126
12346,0.916526,-0.399976
12347,0.355217,0.934784
12348,-0.950858,0.309628
12349,-0.263316,-0.964710
12350,0.976307,-0.216388
12351,0.168955,0.985624
12352,-0.992637,0.121126
12353,-0.073015,-0.997331
12354,0.999694,-0.024733
12355,-0.023606,0.999721
12356,-0.997413,-0.071891
12357,0.120007,-0.992773
12358,0.985814,0.167843
12359,-0.215287,0.976551
12360,-0.965006,-0.262228
12361,0.308556,-0.951206
12362,0.935184,0.354163
12363,-0.398942,0.916976
12364,-0.896626,-0.442789
12365,0.485602,-0.874180
12366,0.849692,0.527279
12367,-0.567725,0.823218
12368,-0.794821,-0.606844
12369,0.644545,-0.764566
12370,0.732525,0.680740
12371,-0.715345,0.698772
12372,-0.663386,-0.748277
12373,0.779461,-0.626450
12374,0.588050,0.808824
12375,-0.836297,0.548277
12376,-0.507222,-0.861816
12377,0.885321,-0.464981
12378,0.421654,0.906757
12379,-0.926074,0.377342
12380,-0.332149,-0.943227
12381,0.958176,-0.286179
12382,0.239540,0.970887
12383,-0.981328,0.192342
12384,-0.144694,-0.989477
12385,0.995313,-0.096708
12386,0.048496,0.998823
12387,-1.000000,0.000170
12388,0.048155,-0.998840
12389,0.995346,0.096368
12390,-0.144356,0.989526
12391,-0.981394,-0.192007
12392,0.239209,-0.970968
12393,0.958274,0.285852
12394,-0.331827,0.943340
12395,-0.926202,-0.377027
12396,0.421345,-0.906900
12397,0.885479,0.464679
12398,-0.506928,0.861989
12399,-0.836484,-0.547991
12400,0.587775,-0.809025
12401,0.779675,0.626184
12402,-0.663131,0.748503
12403,-0.715583,-0.698528
12404,0.732293,-0.680990
12405,0.644806,0.764346
12406,-0.794614,0.607115
12407,-0.568006,-0.823025
12408,0.849512,-0.527569
12409,0.485900,0.874015
12410,-0.896475,0.443095
12411,-0.399255,-0.916840
12412,0.935063,-0.354481
12413,0.308880,0.951101
12414,-0.964917,0.262557
12415,-0.215620,-0.976477
12416,0.985756,-0.168179
12417,0.120345,0.992732
12418,-0.997388,0.072231
12419,-0.023947,-0.999713
12420,0.999702,0.024393
12421,-0.072675,0.997356
12422,-0.992678,-0.120788
12423,0.168619,-0.985681
12424,0.976381,0.216055
12425,-0.262987,0.964799
12426,-0.950963,-0.309304
12427,0.354898,-0.934905
12428,0.916662,0.399663
12429,-0.443494,0.896277
12430,-0.873798,-0.486289
12431,0.527948,-0.849277
12432,0.822771,0.568373
12433,-0.607469,0.794343
12434,-0.764059,-0.645147
12435,0.681316,-0.731989
12436,0.698209,0.715894
12437,-0.748799,0.662797
12438,-0.625837,-0.779954
12439,0.809287,-0.587414
12440,0.547618,0.836728
12441,-0.862215,0.506543
12442,-0.464285,-0.885686
12443,0.907088,-0.420941
12444,0.376614,0.926370
12445,-0.943488,0.331406
12446,-0.285425,-0.958401
12447,0.971075,-0.238776
12448,0.191569,0.981479
12449,-0.989590,0.143915
12450,-0.095925,-0.995389
12451,0.998861,-0.047710
12452,-0.000616,1.000000
12453,-0.998802,-0.048941
12454,0.097151,-0.995270
12455,0.989412,0.145135
12456,-0.192779,0.981242
12457,-0.970780,-0.239973
12458,0.286606,-0.958049
12459,0.943079,0.332569
12460,-0.377755,0.925906
12461,-0.906569,-0.422059
12462,0.465376,-0.885113
12463,0.861589,0.507606
12464,-0.548649,0.836053
12465,-0.808562,-0.588411
12466,0.626798,-0.779182
12467,0.747981,0.663720
12468,-0.699091,0.715033
12469,-0.680414,-0.732828
12470,0.764853,-0.644204
12471,0.606490,0.795091
12472,-0.823471,0.567358
12473,-0.526901,-0.849927
12474,0.874397,-0.485212
12475,0.442389,0.896823
12476,-0.917154,0.398533
12477,-0.353746,-0.935342
12478,0.951344,-0.308131
12479,0.261797,0.965123
12480,-0.976647,0.214851
12481,-0.167404,-0.985888
12482,0.992826,-0.119564
12483,0.071446,0.997444
12484,-0.999732,0.023160
12485,0.025179,-0.999683
12486,0.997298,0.073460
12487,-0.121569,0.992583
12488,-0.985548,-0.169394
12489,0.216823,-0.976211
12490,0.964592,0.263746
12491,-0.310052,0.950720
12492,-0.934625,-0.355634
12493,0.400384,-0.916347
12494,0.895928,0.444199
12495,-0.486977,0.873415
12496,-0.848861,-0.528616
12497,0.569020,-0.822324
12498,0.793865,0.608094
12499,-0.645748,0.763551
12500,-0.731453,-0.681892
12501,0.716443,-0.697645
12502,0.662208,0.749320
12503,-0.780446,0.625223
12504,-0.586777,-0.809749
12505,0.837159,-0.546960
12506,0.505865,0.862613
12507,-0.886051,0.463588
12508,-0.420227,-0.907419
12509,0.926666,-0.375885
12510,0.330664,0.943749
12511,-0.958625,0.284671
12512,-0.238012,-0.971262
12513,0.981629,-0.190797
12514,0.143137,0.989703
12515,-0.995464,0.095141
12516,-0.046924,-0.998898
