i,refi,refq
24873,0.965978,-0.258623
24874,0.236384,0.971660
24875,-0.976829,0.214021
24876,-0.191544,-0.981484
24877,0.985622,-0.168967
24878,0.146301,0.989240
24879,-0.992337,0.123558
24880,-0.100749,-0.994912
24881,0.996962,-0.077888
24882,0.054986,0.998487
24883,-0.999486,0.032054
24884,-0.009106,-0.999959
24885,0.999904,0.013847
24886,-0.036793,0.999323
24887,-0.998215,-0.059719
24888,0.082614,-0.996582
24889,0.994423,0.105466
24890,-0.128262,0.991740
24891,-0.988535,-0.150990
24892,0.173639,-0.984809
24893,0.980565,0.196196
24894,-0.218650,0.975803
24895,-0.970528,-0.240989
24896,0.263200,-0.964741
24897,0.958446,0.285273
24898,-0.307196,0.951646
24899,-0.944345,-0.328957
24900,0.350545,-0.936546
24901,0.928254,0.371948
24902,-0.393155,0.919472
24903,-0.910207,-0.414155
24904,0.434936,-0.900461
24905,0.890242,0.455489
24906,-0.475801,0.879553
24907,-0.868401,-0.495863
24908,0.515664,-0.856791
24909,0.844730,0.535193
24910,-0.554440,0.832224
24911,-0.819279,-0.573395
24912,0.592047,-0.805903
24913,0.792102,0.610388
24914,-0.628407,0.777884
24915,-0.763256,-0.646096
24916,0.663443,-0.748226
24917,0.732802,0.680442
24918,-0.697081,0.716992
24919,-0.700804,-0.713354
24920,0.729251,-0.684247
24921,0.667329,0.744763
24922,-0.759883,0.650060
24923,-0.632448,-0.774603
24924,0.788915,-0.614503
24925,0.596234,0.802811
24926,-0.816284,0.577651
24927,-0.558764,-0.829327
24928,0.841933,-0.539582
24929,0.520116,0.854095
24930,-0.865808,0.500376
24931,-0.480373,-0.877064
24932,0.887859,-0.460116
24933,0.439617,0.898185
24934,-0.908039,0.418886
24935,-0.397935,-0.917414
24936,0.926305,-0.376774
24937,0.355415,0.934709
24938,-0.942620,0.333868
24939,-0.312145,-0.950034
24940,0.956948,-0.290258
24941,0.268218,0.963358
24942,-0.969260,0.246037
24943,-0.223726,-0.974652
24944,0.979530,-0.201297
24945,0.178762,0.983892
24946,-0.987736,0.156133
24947,-0.133422,-0.991059
24948,0.993861,-0.110640
24949,0.087800,0.996138
24950,-0.997891,0.064914
24951,-0.041994,-0.999118
24952,0.999819,-0.019051
24953,-0.003901,0.999992
24954,-0.999639,-0.026852
24955,0.049788,-0.998760
24956,0.997354,0.072698
24957,-0.095570,0.995423
24958,-0.992967,-0.118391
24959,0.141150,-0.989988
24960,0.986488,0.163835
24961,-0.186433,0.982468
24962,-0.977930,-0.208933
24963,0.231323,-0.972877
24964,0.967311,0.253592
24965,-0.275726,0.961236
24966,-0.954655,-0.297716
24967,0.319548,-0.947570
24968,0.939986,0.341212
24969,-0.362697,0.931907
24970,-0.923337,-0.383990
24971,0.405081,-0.914281
24972,0.904743,0.425958
24973,-0.446612,0.894728
24974,-0.884242,-0.467029
24975,0.487201,-0.873290
24976,0.861878,0.507116
24977,-0.526764,0.850011
24978,-0.837697,-0.546135
24979,0.565217,-0.824942
24980,0.811752,0.584002
24981,-0.602479,0.798134
24982,-0.784096,-0.620639
24983,0.638472,-0.769645
24984,0.754788,0.655968
24985,-0.673119,0.739534
24986,-0.723890,-0.689916
24987,0.706348,-0.707865
24988,0.691466,0.722409
24989,-0.738089,0.674704
24990,-0.657585,-0.753380
24991,0.768274,-0.640121
24992,0.622319,0.782764
24993,-0.796841,0.604189
24994,-0.585741,-0.810498
24995,0.823728,-0.566985
24996,0.547930,0.836524
24997,-0.848880,0.528586
24998,-0.508963,-0.860788
24999,0.872243,-0.489073
25000,0.468924,0.883238
25001,-0.893768,0.448529
25002,-0.427897,-0.903827
25003,0.913410,-0.407040
25004,0.385969,0.922512
25005,-0.931127,0.364694
25006,-0.343227,-0.939252
25007,0.946883,-0.321579
25008,0.299762,0.954014
25009,-0.960643,0.277787
25010,-0.255665,-0.966765
25011,0.972379,-0.233409
25012,0.211030,0.977480
25013,-0.982066,0.188540
25014,-0.165950,-0.986134
25015,0.989683,-0.143273
25016,0.120520,0.992711
25017,-0.995216,0.097704
25018,-0.074836,-0.997196
25019,0.998651,-0.051929
25020,0.028995,0.999580
25021,-0.999982,0.006045
25022,0.016907,-0.999857
25023,0.999206,0.039851
25024,-0.062774,0.998028
25025,-0.996324,-0.085664
25026,0.108509,-0.994096
25027,0.991343,0.131296
25028,-0.154015,0.988069
25029,-0.984273,-0.176652
25030,0.199196,-0.979960
25031,0.975130,0.221635
25032,-0.243958,0.969786
25033,-0.963931,-0.266152
25034,0.288206,-0.957569
25035,0.950702,0.310107
25036,-0.331846,0.943334
25037,-0.935469,-0.353410
25038,0.374787,-0.927111
25039,0.918265,0.395967
25040,-0.416938,0.908935
25041,-0.899126,-0.437690
25042,0.458211,-0.888843
25043,0.878092,0.478491
25044,-0.498519,0.866879
25045,-0.855209,-0.518284
25046,0.537776,-0.843088
25047,0.830523,0.556984
25048,-0.575899,0.817521
25049,-0.804087,-0.594511
25050,0.612810,-0.790231
25051,0.775957,0.630785
25052,-0.648429,0.761275
25053,-0.746192,-0.665730
25054,0.682681,-0.730716
25055,0.714855,0.699273
25056,-0.715496,0.698617
25057,-0.682011,-0.731341
25058,0.746802,-0.665046
25059,0.647731,0.761869
25060,-0.776535,0.630074
25061,-0.612085,-0.790792
25062,0.804632,-0.593774
25063,0.575150,0.818048
25064,-0.831033,0.556223
25065,-0.537003,-0.843580
25066,0.855683,-0.517500
25067,0.497724,0.867335
25068,-0.878531,0.477686
25069,-0.457397,-0.889263
25070,0.899527,-0.436866
25071,0.416105,0.909316
25072,-0.918627,0.395125
25073,-0.373937,-0.927454
25074,0.935792,-0.352552
25075,0.330981,0.943637
25076,-0.950985,0.309236
25077,-0.287328,-0.957832
25078,0.964175,-0.265269
25079,0.243069,0.970009
25080,-0.975332,0.220742
25081,-0.198298,-0.980142
25082,0.984435,-0.175750
25083,0.153109,0.988209
25084,-0.991463,0.130388
25085,-0.107598,-0.994195
25086,0.996402,-0.084751
25087,0.061860,0.998085
25088,-0.999242,0.038936
25089,0.007445,-0.999972
25090,0.998551,0.053811
25091,-0.100060,0.994981
25092,-0.989271,-0.146094
25093,0.191814,-0.981431
25094,0.971480,0.237121
25095,-0.281918,0.959439
25096,-0.945332,-0.326108
25097,0.369597,-0.929192
25098,0.911053,0.412290
25099,-0.454096,0.890953
25100,-0.868936,-0.494925
25101,0.534689,-0.845049
25102,0.819344,0.573302
25103,-0.610682,0.791876
25104,-0.762704,-0.646748
25105,0.681422,-0.731890
25106,0.699502,0.714630
25107,-0.746301,0.665609
25108,-0.630284,-0.776365
25109,0.804759,-0.593602
25110,0.555643,0.831421
25111,-0.856294,0.516488
25112,-0.476223,-0.879325
25113,0.900463,-0.434932
25114,0.392705,0.919664
25115,-0.936886,0.349634
25116,-0.305810,-0.952093
25117,0.965250,-0.261328
25118,0.216284,0.976331
25119,-0.985310,0.170774
25120,-0.124897,-0.992170
25121,0.996894,-0.078752
25122,0.032436,0.999474
25123,-0.999903,-0.013949
25124,0.060304,-0.998180
25125,0.994310,0.106529
25126,-0.152525,0.988300
25127,-0.980163,-0.198193
25128,0.243434,-0.969917
25129,0.957585,0.288152
25130,-0.332249,0.943192
25131,-0.926769,-0.375632
25132,0.418206,-0.908352
25133,0.887981,0.459881
25134,-0.500566,0.865699
25135,-0.841554,-0.540173
25136,0.578619,-0.815598
25137,0.787887,0.615819
25138,-0.651695,0.758481
25139,-0.727443,-0.686168
25140,0.719164,-0.694840
25141,0.660741,0.750614
25142,-0.780448,0.625221
25143,-0.588356,-0.808602
25144,0.835017,-0.550224
25145,0.510909,0.859635
25146,-0.882403,0.470494
25147,-0.429067,-0.903273
25148,0.922199,-0.386716
25149,0.343533,0.939140
25150,-0.954061,0.299612
25151,-0.255045,-0.966929
25152,0.977716,-0.209930
25153,0.164363,0.986400
25154,-0.992961,0.118442
25155,-0.072267,-0.997385
25156,0.999664,-0.025936
25157,-0.020451,0.999791
25158,-0.997767,-0.066794
25159,0.112993,-0.993596
25160,0.987287,0.158949
25161,-0.204563,0.978853
25162,-0.968314,-0.249737
25163,0.294373,-0.955691
25164,0.941011,0.338376
25165,-0.381651,0.924306
25166,-0.905613,-0.424105
25167,0.465646,-0.884971
25168,0.862425,0.506185
25169,-0.545635,0.838023
25170,-0.811818,-0.583911
25171,0.620930,-0.783866
25172,0.754227,0.656614
25173,-0.690884,0.722965
25174,-0.690148,-0.723668
25175,0.754895,-0.655846
25176,0.620132,0.784497
25177,-0.812412,0.583084
25178,-0.544782,-0.838578
25179,0.862940,-0.505307
25180,0.464745,0.885445
25181,-0.906044,0.423183
25182,-0.380710,-0.924694
25183,0.941355,-0.337418
25184,0.293401,0.955990
25185,-0.968567,0.248751
25186,-0.203567,-0.979061
25187,0.987448,-0.157944
25188,0.111982,0.993710
25189,-0.997834,0.065779
25190,-0.019434,-0.999811
25191,0.999637,0.026953
25192,-0.073282,0.997311
25193,-0.992840,-0.119453
25194,0.165367,-0.986232
25195,0.977502,0.210925
25196,-0.256029,0.966669
25197,-0.953756,-0.300582
25198,0.344489,-0.938790
25199,0.921805,0.387654
25200,-0.429986,0.902836
25201,-0.881924,-0.471392
25202,0.511783,-0.859115
25203,0.834457,0.551074
25204,-0.589178,0.808003
25205,-0.779811,-0.626015
25206,0.661505,-0.749941
25207,0.718457,0.695571
25208,-0.728141,0.685427
25209,-0.650923,-0.759144
25210,0.788514,-0.615017
25211,0.577789,0.816186
25212,-0.842103,0.539317
25213,-0.499684,-0.866208
25214,0.888448,-0.458977
25215,0.417282,0.908777
25216,-0.927151,0.374689
25217,-0.331289,-0.943529
25218,0.957878,-0.287177
25219,0.242447,0.970165
25220,-0.980364,0.197195
25221,-0.151519,-0.988454
25222,0.994417,-0.105517
25223,0.059288,0.998241
25224,-0.999916,0.012931
25225,0.033454,-0.999440
25226,0.996814,0.079766
25227,-0.125907,0.992042
25228,-0.985136,-0.171777
25229,0.217277,-0.976110
25230,0.964984,0.262310
25231,-0.306779,0.951781
25232,-0.936530,-0.350587
25233,0.393641,-0.919264
25234,0.900020,0.435848
25235,-0.477117,0.878840
25236,-0.855768,-0.517360
25237,0.556489,-0.830855
25238,0.804154,0.594421
25239,-0.631073,0.775723
25240,-0.745623,-0.666368
25241,0.700229,-0.713918
25242,0.680677,0.732584
25243,-0.763361,0.645972
25244,-0.609876,-0.792497
25245,0.819927,-0.572468
25246,0.533829,0.845593
25247,-0.869439,0.494040
25248,-0.453189,-0.891414
25249,0.911472,-0.411362
25250,0.368651,0.929568
25251,-0.945664,0.325146
25252,-0.280941,-0.959725
25253,0.971721,-0.236132
25254,0.190815,0.981626
25255,-0.989419,0.145087
25256,-0.099048,-0.995083
25257,0.998605,-0.052794
25258,0.006428,0.999979
25259,-0.999202,-0.039953
25260,0.086247,-0.996274
25261,0.991202,0.132356
25262,-0.178180,0.983998
25263,-0.974676,-0.223621
25264,0.268581,-0.963257
25265,0.949766,0.312962
25266,-0.356670,0.934230
25267,-0.916685,-0.399611
25268,0.441692,-0.897167
25269,0.875718,0.482823
25270,-0.522914,0.852385
25271,-0.827218,-0.561881
25272,0.599638,-0.800271
25273,0.771603,0.636105
25274,-0.671203,0.741273
25275,-0.709349,-0.704857
25276,0.736995,-0.675898
25277,0.640993,0.767546
25278,-0.796446,0.604709
25279,-0.567124,-0.823633
25280,0.849047,-0.528318
25281,0.488376,0.872634
25282,-0.894343,0.447382
25283,-0.405426,-0.914128
25284,0.931946,-0.362598
25285,0.318989,0.947758
25286,-0.961532,0.274694
25287,-0.229808,-0.973236
25288,0.982846,-0.184427
25289,0.138650,0.990341
25290,-0.995706,0.092574
25291,-0.046299,-0.998928
25292,1.000000,0.000076
25293,-0.046450,0.998921
25294,-0.995692,-0.092725
25295,0.138800,-0.990321
25296,0.982818,0.184576
25297,-0.229955,0.973201
25298,-0.961490,-0.274839
25299,0.319132,-0.947710
25300,0.931891,0.362739
25301,-0.405564,0.914066
25302,-0.894275,-0.447518
25303,0.488508,-0.872560
25304,0.848967,0.528447
25305,-0.567249,0.823547
25306,-0.796355,-0.604830
25307,0.641110,-0.767449
25308,0.736892,0.676010
25309,-0.709456,0.704750
25310,-0.671091,-0.741375
25311,0.771699,-0.635988
25312,0.599517,0.800362
25313,-0.827303,0.561755
25314,-0.522785,-0.852464
25315,0.875791,-0.482690
25316,0.441556,0.897234
25317,-0.916745,0.399472
25318,-0.356529,-0.934284
25319,0.949813,-0.312818
25320,0.268435,0.963298
25321,-0.974710,0.223473
25322,-0.178031,-0.984025
25323,0.991222,-0.132206
25324,0.086096,0.996287
25325,-0.999208,0.039801
25326,0.006579,-0.999978
25327,0.998597,0.052946
25328,-0.099198,0.995068
25329,-0.989397,-0.145237
25330,0.190964,-0.981597
25331,0.971685,0.236280
25332,-0.281087,0.959682
25333,-0.945615,-0.325289
25334,0.368792,-0.929512
25335,0.911409,0.411501
25336,-0.453324,0.891346
25337,-0.869364,-0.494172
25338,0.533957,-0.845512
25339,0.819840,0.572592
25340,-0.609996,0.792404
25341,-0.763264,-0.646087
25342,0.680788,-0.732480
25343,0.700121,0.714024
25344,-0.745724,0.666255
25345,-0.648964,-0.760819
25346,0.775513,-0.631331
25347,0.613366,0.789799
25348,-0.803669,0.595077
25349,-0.576475,-0.817115
25350,0.830131,-0.557569
25351,0.538369,0.842709
25352,-0.854844,0.518885
25353,-0.499129,-0.866528
25354,0.877755,-0.479109
25355,0.458837,0.888521
25356,-0.898818,0.438323
25357,-0.417578,-0.908641
25358,0.917986,-0.396613
25359,0.375439,0.926847
25360,-0.935220,0.354068
25361,-0.332510,-0.943100
25362,0.950483,-0.310776
25363,0.288879,0.957366
25364,-0.963744,0.266830
25365,-0.244640,-0.969614
25366,0.974973,-0.222322
25367,0.199886,0.979819
25368,-0.984149,0.177345
25369,-0.154710,-0.987960
25370,0.991251,-0.131994
25371,0.109208,0.994019
25372,-0.996264,0.086365
25373,-0.063477,-0.997983
25374,0.999177,-0.040555
25375,0.017611,0.999845
25376,-0.999986,-0.005342
25377,0.028292,-0.999600
25378,0.998687,0.051227
25379,-0.074135,0.997248
25380,-0.995284,-0.097004
25381,0.119821,-0.992795
25382,0.989784,0.142576
25383,-0.165256,0.986251
25384,-0.982198,-0.187848
25385,0.210342,-0.977628
25386,0.972543,0.232725
25387,-0.254985,0.966945
25388,-0.960838,-0.277111
25389,0.299091,-0.954225
25390,0.947109,0.320913
25391,-0.342566,0.939494
25392,-0.931384,-0.364039
25393,0.385320,-0.922783
25394,0.913696,0.406397
25395,-0.427261,0.904128
25396,-0.894084,-0.447900
25397,0.468303,-0.883568
25398,0.872587,0.488459
25399,-0.508357,0.861146
25400,-0.849252,-0.527988
25401,0.547341,-0.836910
25402,0.824127,0.566405
25403,-0.585171,0.810910
25404,-0.797266,-0.603628
25405,0.621768,-0.783201
25406,0.768725,0.639580
25407,-0.657055,0.753843
25408,-0.738564,-0.674184
25409,0.690958,-0.722895
25410,0.706846,0.707367
25411,-0.723404,0.690425
25412,-0.673640,-0.739060
25413,0.754326,-0.656500
25414,0.639014,0.769195
25415,-0.783659,0.621191
25416,-0.603041,-0.797710
25417,0.811341,-0.584573
25418,0.565798,0.824544
25419,-0.837313,0.546724
25420,-0.527362,-0.849640
25421,0.861521,-0.507723
25422,0.487816,0.872947
25423,-0.883913,0.467652
25424,-0.447241,-0.894413
25425,0.904443,-0.426595
25426,0.405724,0.913996
25427,-0.923067,0.384640
25428,-0.363352,-0.931652
25429,0.939746,-0.341874
25430,0.320215,0.947345
25431,-0.954445,0.298387
25432,-0.276403,-0.961042
25433,0.967133,-0.254272
25434,0.232008,0.972714
25435,-0.977783,0.209622
25436,-0.187125,-0.982336
25437,0.986372,-0.164529
25438,0.141847,0.989889
25439,-0.992883,0.119090
25440,-0.096270,-0.995355
25441,0.997303,-0.073400
25442,0.050491,0.998725
25443,-0.999620,0.027555
25444,-0.004605,-0.999989
25445,0.999832,0.018348
25446,-0.041291,0.999147
25447,-0.997936,-0.064212
25448,0.087099,-0.996200
25449,0.993938,0.109941
25450,-0.132724,0.991153
25451,-0.987846,-0.155438
25452,0.178070,-0.984018
25453,0.979672,0.200608
25454,-0.223040,0.974809
25455,-0.969433,-0.245355
25456,0.267540,-0.963547
25457,0.957152,0.289585
25458,-0.311477,0.950254
25459,-0.942855,-0.333204
25460,0.354757,-0.934959
25461,0.926570,0.376122
25462,-0.397289,0.917693
25463,-0.908333,-0.418247
25464,0.438985,-0.898494
25465,0.888182,0.459491
25466,-0.479755,0.877402
25467,-0.866160,-0.499767
25468,0.519515,-0.854461
25469,0.842313,0.538989
25470,-0.558180,0.829720
25471,-0.816690,-0.577076
25472,0.595669,-0.803230
25473,0.789347,0.613947
25474,-0.631902,0.775048
25475,-0.760341,-0.649525
25476,0.666804,-0.745233
25477,0.729732,0.683733
25478,-0.700302,0.713847
25479,-0.697586,-0.716501
25480,0.732323,-0.680957
25481,0.663970,0.747759
25482,-0.762802,0.646633
25483,-0.628955,-0.777442
25484,0.791673,-0.610945
25485,0.592614,0.805486
25486,-0.818876,0.573971
25487,-0.555025,-0.831833
25488,0.844353,-0.535787
25489,0.516267,0.856428
25490,-0.868051,0.496474
25491,-0.476420,-0.879218
25492,0.889921,-0.456115
25493,0.435570,0.900155
25494,-0.909915,0.414795
25495,-0.393802,-0.919195
25496,0.927992,-0.372601
25497,0.351204,0.936299
25498,-0.944113,0.329622
25499,-0.307866,-0.951430
25500,0.958245,-0.285948
25501,0.263879,0.964556
25502,-0.970358,0.241672
25503,-0.219337,-0.975649
25504,0.980426,-0.196886
25505,0.174332,0.984687
25506,-0.988429,0.151686
25507,-0.128960,-0.991650
25508,0.994348,-0.106166
25509,0.083316,0.996523
25510,-0.998173,0.060422
25511,-0.037496,-0.999297
25512,0.999894,-0.014551
25513,-0.008402,0.999965
25514,-0.999508,-0.031351
25515,0.054283,-0.998526
25516,0.997017,0.077186
25517,-0.100049,0.994982
25518,-0.992424,-0.122859
25519,0.145605,-0.989343
25520,0.985740,0.168273
25521,-0.190854,0.981619
25522,-0.976980,-0.213333
25523,0.235700,-0.971826
25524,0.966160,0.257943
25525,-0.280050,0.959985
25526,-0.953305,-0.302010
25527,0.323810,-0.946122
25528,0.938441,0.345440
25529,-0.366887,0.930265
25530,-0.921600,-0.388142
25531,0.409192,-0.912448
25532,0.902816,0.430026
25533,-0.450634,0.892709
25534,-0.882131,-0.471005
25535,0.491127,-0.871088
25536,0.859586,0.510991
25537,-0.530585,0.847632
25538,-0.835231,-0.549900
25539,0.568925,-0.822390
25540,0.809115,0.587650
25541,-0.606066,0.795415
25542,-0.781295,-0.624162
25543,0.641930,-0.766763
25544,0.751828,0.659359
25545,-0.676441,0.736497
25546,-0.720777,-0.693167
25547,0.709527,-0.704678
25548,0.688208,0.725514
25549,-0.741118,0.671374
25550,-0.654188,-0.756332
25551,0.771148,-0.636656
25552,0.618790,0.785557
25553,-0.799552,0.600597
25554,-0.582087,-0.813126
25555,0.826272,-0.563272
25556,0.544159,0.838982
25557,-0.851251,0.524759
25558,-0.505084,-0.863070
25559,0.874436,-0.485142
25560,0.464944,0.885340
25561,-0.895778,0.444502
25562,-0.423825,-0.905744
25563,0.915233,-0.402925
25564,0.381813,0.924240
25565,-0.932759,0.360499
25566,-0.338996,-0.940788
25567,0.948321,-0.317314
25568,0.295465,0.955354
25569,-0.961883,0.273460
25570,-0.251311,-0.967906
25571,0.973419,-0.229030
25572,0.206628,0.978420
25573,-0.982904,0.184117
25574,-0.161510,-0.986871
25575,0.990318,-0.138817
25576,0.116051,0.993243
25577,-0.995645,0.093223
25578,-0.070347,-0.997523
25579,0.998874,-0.047434
25580,0.024496,0.999700
25581,-0.999999,0.001544
25582,0.021408,-0.999771
25583,0.999016,0.044348
25584,-0.067266,0.997735
25585,-0.995928,-0.090148
25586,0.112982,-0.993597
25587,0.990742,0.135757
25588,-0.158461,0.987365
25589,-0.983468,-0.181081
25590,0.203605,-0.979053
25591,0.974122,0.226022
25592,-0.248320,0.968678
25593,-0.962723,-0.270488
25594,0.292513,-0.956262
25595,0.949296,0.314383
25596,-0.336089,0.941830
25597,-0.933869,-0.357617
25598,0.378956,-0.925415
25599,0.916473,0.400096
25600,-0.421025,0.907049
25601,-0.918412,-0.395625
25602,0.369918,-0.929065
25603,0.938997,0.343924
25604,-0.317664,0.948203
25605,-0.956675,-0.291158
25606,0.264427,-0.964406
25607,0.971390,0.237491
25608,-0.210371,0.977622
25609,-0.983096,-0.183089
25610,0.155664,-0.987810
25611,0.991759,0.128119
25612,-0.100475,0.994940
25613,-0.997350,-0.072753
25614,0.044974,-0.998988
25615,0.999853,0.017161
25616,0.010666,0.999943
25617,-0.999259,0.038484
25618,-0.066272,-0.997802
25619,0.995571,-0.094009
25620,0.121674,0.992570
25621,-0.988800,0.149244
25622,-0.176699,-0.984265
25623,0.978967,-0.204016
25624,0.231176,0.972912
25625,-0.966103,0.258157
25626,-0.284938,-0.958546
25627,0.950247,-0.311498
25628,0.337817,0.941212
25629,-0.931448,0.363875
25630,-0.389650,-0.920963
25631,0.909765,-0.415124
25632,0.440277,0.897862
25633,-0.885264,0.465089
25634,-0.489540,-0.871981
25635,0.858022,-0.513612
25636,0.537287,0.843399
25637,-0.828123,0.560546
25638,-0.583371,-0.812206
25639,0.795660,-0.605744
25640,0.627647,0.778498
25641,-0.760733,0.649065
25642,-0.669981,-0.742379
25643,0.723450,-0.690377
25644,0.710239,0.703960
25645,-0.683926,0.729551
25646,-0.748298,-0.663362
25647,0.642285,-0.766466
25648,0.784040,0.620710
25649,-0.598655,0.801007
25650,-0.817354,-0.576136
25651,0.553171,-0.833068
25652,0.848137,0.529777
25653,-0.505973,0.862549
25654,-0.876293,-0.481778
25655,0.457210,-0.889359
25656,0.901736,0.432287
25657,-0.407030,0.913415
25658,-0.924386,-0.381457
25659,0.355590,-0.934642
25660,0.944174,0.329446
25661,-0.303048,0.952975
25662,-0.961038,-0.276415
25663,0.249568,-0.968357
25664,0.974926,0.222528
25665,-0.195316,0.980740
25666,-0.985795,-0.167952
25667,0.140458,-0.990087
25668,0.993611,0.112856
25669,-0.085166,0.996367
25670,-0.998351,-0.057410
25671,0.029609,-0.999562
25672,0.999998,0.001786
25673,0.026038,0.999661
25674,-0.998549,0.053843
25675,-0.081606,-0.996665
25676,0.994008,-0.109305
25677,0.136920,0.990582
25678,-0.986389,0.164429
25679,-0.191811,-0.981432
25680,0.975715,-0.219044
25681,0.246107,0.969243
25682,-0.962020,0.272980
25683,-0.299642,-0.954052
25684,0.945345,-0.326071
25685,0.352248,0.935907
25686,-0.925743,0.378153
25687,-0.403764,-0.914863
25688,0.903275,-0.429063
25689,0.454029,0.890987
25690,-0.878009,0.478644
25691,-0.502889,-0.864351
25692,0.850024,-0.526744
25693,0.550191,0.835039
25694,-0.819407,0.573212
25695,-0.595789,-0.803141
25696,0.786253,-0.617905
25697,0.639543,0.768756
25698,-0.750663,0.660685
25699,-0.681316,-0.731990
25700,0.712750,-0.701419
25701,0.720979,0.692957
25702,-0.672629,0.739980
25703,-0.758409,-0.651779
25704,0.630425,-0.776250
25705,0.793491,0.608582
25706,-0.586268,0.810117
25707,-0.826115,-0.563501
25708,0.540297,-0.841475
25709,0.856182,0.516674
25710,-0.492652,0.870226
25711,-0.883597,-0.468248
25712,0.443482,-0.896283
25713,0.908276,0.418372
25714,-0.392938,0.919565
25715,-0.930142,-0.367200
25716,0.341177,-0.939999
25717,0.949128,0.314891
25718,-0.288360,0.957522
25719,-0.965175,-0.261607
25720,0.234650,-0.972080
25721,0.978232,0.207512
25722,-0.180214,0.983627
25723,-0.988261,-0.152776
25724,0.125219,-0.992129
25725,0.995229,0.097566
25726,-0.069837,0.997558
25727,-0.999115,-0.042053
25728,0.014238,-0.999899
25729,0.999908,-0.013589
25730,0.041405,0.999142
25731,-0.997604,0.069189
25732,-0.096920,-0.995292
25733,0.992210,-0.124575
25734,0.152134,0.988360
25735,-0.983744,0.179575
25736,-0.206878,-0.978367
25737,0.972232,-0.234019
25738,0.260980,0.965344
25739,-0.957709,0.287739
25740,-0.314275,-0.949332
25741,0.940220,-0.340567
25742,0.366596,0.930380
25743,-0.919820,0.392341
25744,-0.417782,-0.908547
25745,0.896571,-0.442900
25746,0.467675,0.883901
25747,-0.870546,0.492087
25748,-0.516119,-0.856517
25749,0.841825,-0.539751
25750,0.562965,0.826481
25751,-0.810497,0.585743
25752,-0.608067,-0.793886
25753,0.776659,-0.629921
25754,0.651287,0.758832
25755,-0.740417,0.672148
25756,-0.692489,-0.721428
25757,0.701881,-0.712294
25758,0.731548,0.681790
25759,-0.661172,0.750234
25760,-0.768340,-0.640041
25761,0.618415,-0.785851
25762,0.802754,0.596310
25763,-0.573744,0.819035
25764,-0.834682,-0.550733
25765,0.527295,-0.849682
25766,0.864025,0.503450
25767,-0.479214,0.877698
25768,-0.890692,-0.454608
25769,0.429649,-0.902996
25770,0.914601,0.404358
25771,-0.378753,0.925498
25772,-0.935678,-0.352856
25773,0.326685,-0.945133
25774,0.953857,0.300261
25775,-0.273604,0.961842
25776,-0.969083,-0.246736
25777,0.219677,-0.975573
25778,0.981307,0.192448
25779,-0.165069,0.986282
25780,-0.990493,-0.137563
25781,0.109950,-0.993937
25782,0.996612,0.082252
25783,-0.054491,0.998514
25784,-0.999644,-0.026687
25785,-0.001137,-0.999999
25786,0.999581,-0.028961
25787,0.056762,0.998388
25788,-0.996422,0.084519
25789,-0.112211,-0.993684
25790,0.990178,-0.139816
25791,0.167312,0.985904
25792,-0.980867,0.194679
25793,-0.221895,-0.975070
25794,0.968519,-0.248940
25795,0.275792,0.961217
25796,-0.953172,0.302430
25797,-0.328834,-0.944388
25798,0.934873,-0.354983
25799,0.380857,0.924634
25800,-0.913679,0.406437
25801,-0.431702,-0.902016
25802,0.889656,-0.456632
25803,0.481209,0.876606
25804,-0.862877,0.505414
25805,-0.529227,-0.848481
25806,0.833427,-0.552630
25807,0.575605,0.817728
25808,-0.801396,0.598135
25809,-0.620201,-0.784443
25810,0.766883,-0.641787
25811,0.662877,0.748729
25812,-0.729995,0.683453
25813,-0.703499,-0.710696
25814,0.690847,-0.723001
25815,0.741944,0.670462
25816,-0.649559,0.760311
25817,-0.778090,-0.628153
25818,0.606260,-0.795267
25819,0.811827,0.583898
25820,-0.561083,0.827759
25821,-0.843050,-0.537834
25822,0.514169,-0.857689
25823,0.871663,0.490106
25824,-0.465663,0.884962
25825,-0.897576,-0.440859
25826,0.415715,-0.909495
25827,0.920710,0.390248
25828,-0.364479,0.931212
25829,-0.940992,-0.338428
25830,0.312115,-0.950044
25831,0.958361,0.285560
25832,-0.258784,0.965935
25833,-0.972762,-0.231807
25834,0.204652,-0.978835
25835,0.984150,0.177337
25836,-0.149886,0.988703
25837,-0.992491,-0.122318
25838,0.094656,-0.995510
25839,0.997758,0.066920
25840,-0.039132,0.999234
25841,-0.999936,-0.011314
25842,-0.016512,-0.999864
25843,0.999017,-0.044326
25844,0.072105,0.997397
25845,-0.995005,0.099829
25846,-0.127475,-0.991842
25847,0.987911,-0.155023
25848,0.182451,0.983215
25849,-0.977758,0.209737
25850,-0.236861,-0.971544
25851,0.964577,-0.263801
25852,0.290538,0.956864
25853,-0.948409,0.317049
25854,-0.343315,-0.939220
25855,0.929304,-0.369315
25856,0.395029,0.918669
25857,-0.927493,0.373839
25858,-0.352454,-0.935829
25859,0.943672,-0.330882
25860,0.309136,0.951018
25861,-0.957863,0.287227
25862,-0.265167,-0.964203
25863,0.970035,-0.242967
25864,0.220639,0.975356
25865,-0.980163,0.198195
25866,-0.175646,-0.984453
25867,0.988225,-0.153005
25868,0.130283,0.991477
25869,-0.994206,0.107493
25870,-0.084646,-0.996411
25871,0.998091,-0.061754
